(c) Der Bundeswahlleiter (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2018

Ergebnisse der Wahlbezirksstatistik zur Bundestagswahl 1987 (Leitband)

"Wahlkreis";"Land";"Regierungsbezirk";"Kreis";"Verbandsgemeinde";"Gemeinde";"Name";"Gemeindegröße"
"000";"01";"0";"00";"000";"000";"SCHLESWIG-HOLSTEIN";"00"
"000";"01";"0";"01";"000";"000";"FLENSBURG (001)";"00"
"000";"01";"0";"02";"000";"000";"KIEL (005)";"00"
"000";"01";"0";"03";"000";"000";"LUEBECK (011)";"00"
"000";"01";"0";"04";"000";"000";"NEUMUENSTER (006)";"00"
"000";"01";"0";"51";"000";"000";"DITHMARSCHEN (002,003)";"00"
"000";"01";"0";"53";"000";"000";"HERZOGTUM LAUENBURG (010)";"00"
"000";"01";"0";"54";"000";"000";"NORDFRIESLAND (002)";"00"
"000";"01";"0";"55";"000";"000";"OSTHOLSTEIN (009)";"00"
"000";"01";"0";"56";"000";"000";"PINNEBERG (007)";"00"
"000";"01";"0";"57";"000";"000";"PLOEN (006)";"00"
"000";"01";"0";"58";"000";"000";"RENDSBURG-ECKERNFOERDE (004)";"00"
"000";"01";"0";"59";"000";"000";"SCHLESWIG-FLENSBURG (001)";"00"
"000";"01";"0";"60";"000";"000";"SEGEBERG (008)";"00"
"000";"01";"0";"61";"000";"000";"STEINBURG (003)";"00"
"000";"01";"0";"62";"000";"000";"STORMARN (008,010)";"00"
"000";"02";"0";"00";"000";"000";"HAMBURG";"00"
"000";"02";"0";"00";"000";"000";"HAMBURG (012-018)";"00"
"000";"03";"0";"00";"000";"000";"NIEDERSACHSEN";"00"
"000";"03";"1";"01";"000";"000";"BRAUNSCHWEIG (045)";"00"
"000";"03";"1";"02";"000";"000";"SALZGITTER (044)";"00"
"000";"03";"1";"03";"000";"000";"WOLFSBURG (046)";"00"
"000";"03";"1";"51";"000";"000";"GIFHORN (040)";"00"
"000";"03";"1";"52";"000";"000";"GOETTINGEN (049)";"00"
"000";"03";"1";"53";"000";"000";"GOSLAR (047)";"00"
"000";"03";"1";"54";"000";"000";"HELMSTEDT (046)";"00"
"000";"03";"1";"55";"000";"000";"NORTHEIM (048)";"00"
"000";"03";"1";"56";"000";"000";"OSTERODE AM HARZ (047,048)";"00"
"000";"03";"1";"57";"000";"000";"PEINE (040)";"00"
"000";"03";"1";"58";"000";"000";"WOLFENBUETTEL (044)";"00"
"000";"03";"2";"01";"000";"000";"HANNOVER (036,037)";"00"
"000";"03";"2";"51";"000";"000";"DIEPHOLZ (028)";"00"
"000";"03";"2";"52";"000";"000";"HAMELN-PYRMONT (041)";"00"
"000";"03";"2";"53";"000";"000";"HANNOVER (038,042)";"00"
"000";"03";"2";"54";"000";"000";"HILDESHEIM (043)";"00"
"000";"03";"2";"55";"000";"000";"HOLZMINDEN (041)";"00"
"000";"03";"2";"56";"000";"000";"NIENBURG (WESER) (034)";"00"
"000";"03";"2";"57";"000";"000";"SCHAUMBURG (034)";"00"
"000";"03";"3";"51";"000";"000";"CELLE (039)";"00"
"000";"03";"3";"52";"000";"000";"CUXHAVEN (024)";"00"
"000";"03";"3";"53";"000";"000";"HARBURG (035)";"00"
"000";"03";"3";"54";"000";"000";"LUECHOW-DANNENBERG (031)";"00"
"000";"03";"3";"55";"000";"000";"LUENEBURG (031)";"00"
"000";"03";"3";"56";"000";"000";"OSTERHOLZ (029)";"00"
"000";"03";"3";"57";"000";"000";"ROTENBURG (WUEMME) (025,030)";"00"
"000";"03";"3";"58";"000";"000";"SOLTAU-FALLINGBOSTEL (030)";"00"
"000";"03";"3";"59";"000";"000";"STADE (025)";"00"
"000";"03";"3";"60";"000";"000";"UELZEN (039)";"00"
"000";"03";"3";"61";"000";"000";"VERDEN (029)";"00"
"000";"03";"4";"01";"000";"000";"DELMENHORST (023)";"00"
"000";"03";"4";"02";"000";"000";"EMDEN (019)";"00"
"000";"03";"4";"03";"000";"000";"OLDENBURG (OLDENBURG) (022)";"00"
"000";"03";"4";"04";"000";"000";"OSNABRUECK (033)";"00"
"000";"03";"4";"05";"000";"000";"WILHELMSHAVEN (021)";"00"
"000";"03";"4";"51";"000";"000";"AMMERLAND (022)";"00"
"000";"03";"4";"52";"000";"000";"AURICH (019)";"00"
"000";"03";"4";"53";"000";"000";"CLOPPENBURG (027)";"00"
"000";"03";"4";"54";"000";"000";"EMSLAND (020,026)";"00"
"000";"03";"4";"55";"000";"000";"FRIESLAND (021,022)";"00"
"000";"03";"4";"56";"000";"000";"GRAFSCHAFT BENTHEIM (026)";"00"
"000";"03";"4";"57";"000";"000";"LEER (020)";"00"
"000";"03";"4";"58";"000";"000";"OLDENBURG (OLDENBURG) (023)";"00"
"000";"03";"4";"59";"000";"000";"OSNABRUECK (032,033)";"00"
"000";"03";"4";"60";"000";"000";"VECHTA (027)";"00"
"000";"03";"4";"61";"000";"000";"WESERMARSCH (023)";"00"
"000";"03";"4";"62";"000";"000";"WITTMUND (021)";"00"
"000";"04";"0";"00";"000";"000";"BREMEN";"00"
"000";"04";"0";"11";"000";"000";"BREMEN (050-052)";"00"
"000";"04";"0";"12";"000";"000";"BREMERHAVEN (052)";"00"
"000";"05";"0";"00";"000";"000";"NORDRHEIN-WESTFALEN";"00"
"000";"05";"1";"11";"000";"000";"DUESSELDORF (074,075)";"00"
"000";"05";"1";"12";"000";"000";"DUISBURG (084,085)";"00"
"000";"05";"1";"13";"000";"000";"ESSEN (088-090)";"00"
"000";"05";"1";"14";"000";"000";"KREFELD (079)";"00"
"000";"05";"1";"16";"000";"000";"MOENCHENGLADBACH (078)";"00"
"000";"05";"1";"17";"000";"000";"MUELHEIM A.D. RUHR (087)";"00"
"000";"05";"1";"19";"000";"000";"OBERHAUSEN (086)";"00"
"000";"05";"1";"20";"000";"000";"REMSCHEID (071)";"00"
"000";"05";"1";"22";"000";"000";"SOLINGEN (071)";"00"
"000";"05";"1";"24";"000";"000";"WUPPERTAL (069,070)";"00"
"000";"05";"1";"54";"000";"000";"KLEVE (081)";"00"
"000";"05";"1";"58";"000";"000";"METTMANN (072,073)";"00"
"000";"05";"1";"62";"000";"000";"NEUSS (076,077)";"00"
"000";"05";"1";"66";"000";"000";"VIERSEN (80)";"00"
"000";"05";"1";"70";"000";"000";"WESEL (082,083)";"00"
"000";"05";"3";"13";"000";"000";"AACHEN (053)";"00"
"000";"05";"3";"14";"000";"000";"BONN (063)";"00"
"000";"05";"3";"15";"000";"000";"KOELN (059-062)";"00"
"000";"05";"3";"16";"000";"000";"LEVERKUSEN (068)";"00"
"000";"05";"3";"54";"000";"000";"AACHEN (054)";"00"
"000";"05";"3";"58";"000";"000";"DUEREN (056)";"00"
"000";"05";"3";"62";"000";"000";"ERFTKREIS (057,058)";"00"
"000";"05";"3";"66";"000";"000";"EUSKIRCHEN (058)";"00"
"000";"05";"3";"70";"000";"000";"HEINSBERG (055)";"00"
"000";"05";"3";"74";"000";"000";"OBERBERGISCHER KREIS (066)";"00"
"000";"05";"3";"78";"000";"000";"RHEINISCH-BERGISCHER KREIS (067,068)";"00"
"000";"05";"3";"82";"000";"000";"RHEIN-SIEG-KREIS (064,065)";"00"
"000";"05";"5";"12";"000";"000";"BOTTROP (095)";"00"
"000";"05";"5";"13";"000";"000";"GELSENKIRCHEN (093,094)";"00"
"000";"05";"5";"15";"000";"000";"MUENSTER (099)";"00"
"000";"05";"5";"54";"000";"000";"BORKEN (096)";"00"
"000";"05";"5";"58";"000";"000";"COESFELD (097)";"00"
"000";"05";"5";"62";"000";"000";"RECKLINGHAUSEN (091,092,094,095)";"00"
"000";"05";"5";"66";"000";"000";"STEINFURT (097,098)";"00"
"000";"05";"5";"70";"000";"000";"WARENDORF (100)";"00"
"000";"05";"7";"11";"000";"000";"BIELEFELD (102)";"00"
"000";"05";"7";"54";"000";"000";"GUETERSLOH (101)";"00"
"000";"05";"7";"58";"000";"000";"HERFORD (103)";"00"
"000";"05";"7";"62";"000";"000";"HOEXTER (106)";"00"
"000";"05";"7";"66";"000";"000";"LIPPE (105,106)";"00"
"000";"05";"7";"70";"000";"000";"MINDEN-LUEBBECKE (104)";"00"
"000";"05";"7";"74";"000";"000";"PADERBORN (107)";"00"
"000";"05";"9";"11";"000";"000";"BOCHUM (110,111)";"00"
"000";"05";"9";"13";"000";"000";"DORTMUND (113-115)";"00"
"000";"05";"9";"14";"000";"000";"HAGEN (108)";"00"
"000";"05";"9";"15";"000";"000";"HAMM (117)";"00"
"000";"05";"9";"16";"000";"000";"HERNE (112)";"00"
"000";"05";"9";"54";"000";"000";"ENNEPE-RUHR-KREIS (109,111)";"00"
"000";"05";"9";"58";"000";"000";"HOCHSAUERLANDKREIS (119)";"00"
"000";"05";"9";"62";"000";"000";"MAERKISCHER KREIS (122,123)";"00"
"000";"05";"9";"66";"000";"000";"OLPE (121)";"00"
"000";"05";"9";"70";"000";"000";"SIEGEN (120,121)";"00"
"000";"05";"9";"74";"000";"000";"SOEST (118)";"00"
"000";"05";"9";"78";"000";"000";"UNNA (116,117)";"00"
"000";"06";"0";"00";"000";"000";"HESSEN";"00"
"000";"06";"4";"11";"000";"000";"DARMSTADT (143)";"00"
"000";"06";"4";"12";"000";"000";"FRANKFURT AM MAIN (138-140)";"00"
"000";"06";"4";"13";"000";"000";"OFFENBACH AM MAIN (142)";"00"
"000";"06";"4";"14";"000";"000";"WIESBADEN (136)";"00"
"000";"06";"4";"31";"000";"000";"BERGSTRASSE (145)";"00"
"000";"06";"4";"32";"000";"000";"DARMSTADT-DIEBURG (143,144)";"00"
"000";"06";"4";"33";"000";"000";"GROSS-GERAU (141)";"00"
"000";"06";"4";"34";"000";"000";"HOCHTAUNUSKREIS (133)";"00"
"000";"06";"4";"35";"000";"000";"MAIN-KINZIG-KREIS (132,137)";"00"
"000";"06";"4";"36";"000";"000";"MAIN-TAUNUS-KREIS (133,138,141)";"00"
"000";"06";"4";"37";"000";"000";"ODENWALDKREIS (144)";"00"
"000";"06";"4";"38";"000";"000";"OFFENBACH (142,144)";"00"
"000";"06";"4";"39";"000";"000";"RHEINGAU-TAUNUS-KREIS (135)";"00"
"000";"06";"4";"40";"000";"000";"WETTERAUKREIS (134)";"00"
"000";"06";"5";"31";"000";"000";"GIESSEN (130,131)";"00"
"000";"06";"5";"32";"000";"000";"LAHN-DILL-KREIS (130)";"00"
"000";"06";"5";"33";"000";"000";"LIMBURG-WEILBURG (133,135)";"00"
"000";"06";"5";"34";"000";"000";"MARBURG-BIEDENKOPF (129)";"00"
"000";"06";"5";"35";"000";"000";"VOGELSBERGKREIS (131,132)";"00"
"000";"06";"6";"11";"000";"000";"KASSEL (125)";"00"
"000";"06";"6";"31";"000";"000";"FULDA (128,132)";"00"
"000";"06";"6";"32";"000";"000";"HERSFELD-ROTENBURG (128)";"00"
"000";"06";"6";"33";"000";"000";"KASSEL (124-126)";"00"
"000";"06";"6";"34";"000";"000";"SCHWALM-EDER-KREIS (127,128)";"00"
"000";"06";"6";"35";"000";"000";"WALDECK-FRANKENBERG (124,127)";"00"
"000";"06";"6";"36";"000";"000";"WERRA-MEISSNER-KREIS (126)";"00"
"000";"07";"0";"00";"000";"000";"RHEINLAND-PFALZ";"00"
"000";"07";"1";"11";"000";"000";"KOBLENZ (148)";"00"
"000";"07";"1";"31";"000";"000";"AHRWEILER (147)";"00"
"000";"07";"1";"32";"000";"000";"ALTENKIRCHEN (WESTERWALD) (146)";"00"
"000";"07";"1";"33";"000";"000";"BAD KREUZNACH (150)";"00"
"000";"07";"1";"34";"000";"000";"BIRKENFELD (150)";"00"
"000";"07";"1";"35";"000";"000";"COCHEM-ZELL (149)";"00"
"000";"07";"1";"37";"000";"000";"MAYEN-KOBLENZ (147,148)";"00"
"000";"07";"1";"38";"000";"000";"NEUWIED (146)";"00"
"000";"07";"1";"40";"000";"000";"RHEIN-HUNSRUECK-KREIS (148,149)";"00"
"000";"07";"1";"41";"000";"000";"RHEIN-LAHN-KREIS (153)";"00"
"000";"07";"1";"43";"000";"000";"WESTERWALDKREIS (153)";"00"
"000";"07";"2";"11";"000";"000";"TRIER (152)";"00"
"000";"07";"2";"31";"000";"000";"BERNKASTEL-WITTLICH (149,151)";"00"
"000";"07";"2";"32";"000";"000";"BITBURG-PRUEM (151)";"00"
"000";"07";"2";"33";"000";"000";"DAUN (151)";"00"
"000";"07";"2";"35";"000";"000";"TRIER-SAARBURG (152)";"00"
"000";"07";"3";"11";"000";"000";"FRANKENTHAL (PFALZ) (156)";"00"
"000";"07";"3";"12";"000";"000";"KAISERSLAUTERN (159)";"00"
"000";"07";"3";"13";"000";"000";"LANDAU IN DER PFALZ (161)";"00"
"000";"07";"3";"14";"000";"000";"LUDWIGSHAFEN AM RHEIN (157)";"00"
"000";"07";"3";"15";"000";"000";"MAINZ (154)";"00"
"000";"07";"3";"16";"000";"000";"NEUSTADT AN DER WEINSTRASSE (158)";"00"
"000";"07";"3";"17";"000";"000";"PIRMASENS (160)";"00"
"000";"07";"3";"18";"000";"000";"SPEYER (158)";"00"
"000";"07";"3";"19";"000";"000";"WORMS (155)";"00"
"000";"07";"3";"20";"000";"000";"ZWEIBRUECKEN (160)";"00"
"000";"07";"3";"31";"000";"000";"ALZEY-WORMS (155)";"00"
"000";"07";"3";"32";"000";"000";"BAD DUERKHEIM (156,158)";"00"
"000";"07";"3";"33";"000";"000";"DONNERSBERGKREIS (156)";"00"
"000";"07";"3";"34";"000";"000";"GERMERSHEIM (161)";"00"
"000";"07";"3";"35";"000";"000";"KAISERSLAUTERN (159)";"00"
"000";"07";"3";"36";"000";"000";"KUSEL (159)";"00"
"000";"07";"3";"37";"000";"000";"SUEDLICHE WEINSTRASSE (161)";"00"
"000";"07";"3";"38";"000";"000";"LUDWIGSHAFEN (156-158)";"00"
"000";"07";"3";"39";"000";"000";"MAINZ-BINGEN (154,155)";"00"
"000";"07";"3";"40";"000";"000";"PIRMASENS (160)";"00"
"000";"08";"0";"00";"000";"000";"BADEN-WUERTTEMBERG";"00"
"000";"08";"1";"11";"000";"000";"STUTTGART (162,163)";"00"
"000";"08";"1";"15";"000";"000";"BOEBLINGEN (164)";"00"
"000";"08";"1";"16";"000";"000";"ESSLINGEN (165,166)";"00"
"000";"08";"1";"17";"000";"000";"GOEPPINGEN (167)";"00"
"000";"08";"1";"18";"000";"000";"LUDWIGSBURG (169,170)";"00"
"000";"08";"1";"19";"000";"000";"REMS-MURR-KREIS (168,173)";"00"
"000";"08";"1";"21";"000";"000";"HEILBRONN (171)";"00"
"000";"08";"1";"25";"000";"000";"HEILBRONN (170,171)";"00"
"000";"08";"1";"26";"000";"000";"HOHENLOHEKREIS (172)";"00"
"000";"08";"1";"27";"000";"000";"SCHWAEBISCH HALL (172)";"00"
"000";"08";"1";"28";"000";"000";"MAIN-TAUNUS-KREIS (181)";"00"
"000";"08";"1";"35";"000";"000";"HEIDENHEIM (174)";"00"
"000";"08";"1";"36";"000";"000";"OSTALBKREIS (173,174)";"00"
"000";"08";"2";"11";"000";"000";"BADEN-BADEN (177)";"00"
"000";"08";"2";"12";"000";"000";"KARLSRUHE (175)";"00"
"000";"08";"2";"15";"000";"000";"KARLSRUHE (176,177)";"00"
"000";"08";"2";"16";"000";"000";"RASTATT (177)";"00"
"000";"08";"2";"21";"000";"000";"HEIDELBERG (178)";"00"
"000";"08";"2";"22";"000";"000";"MANNHEIM (179,180)";"00"
"000";"08";"2";"25";"000";"000";"NECKAR-ODENWALD-KREIS (181)";"00"
"000";"08";"2";"26";"000";"000";"RHEIN-NECKAR-KREIS (178,180,182)";"00"
"000";"08";"2";"31";"000";"000";"PFORZHEIM (183)";"00"
"000";"08";"2";"35";"000";"000";"CALW (184)";"00"
"000";"08";"2";"36";"000";"000";"ENZKREIS (183)";"00"
"000";"08";"2";"37";"000";"000";"FREUDENSTADT (184)";"00"
"000";"08";"3";"11";"000";"000";"FREIBURG IM BREISGAU (185)";"00"
"000";"08";"3";"15";"000";"000";"BREISGAU-HOCHSCHWARZWALD (185,186,192)";"00"
"000";"08";"3";"16";"000";"000";"EMMENDINGEN (187)";"00"
"000";"08";"3";"17";"000";"000";"ORTENAUKREIS (187,188)";"00"
"000";"08";"3";"25";"000";"000";"ROTTWEIL (189)";"00"
"000";"08";"3";"26";"000";"000";"SCHWARZWALD-BAAR-KREIS (190)";"00"
"000";"08";"3";"27";"000";"000";"TUTTLINGEN (189)";"00"
"000";"08";"3";"35";"000";"000";"KONSTANZ (191)";"00"
"000";"08";"3";"36";"000";"000";"LOERRACH (186)";"00"
"000";"08";"3";"37";"000";"000";"WALDSHUT (192)";"00"
"000";"08";"4";"15";"000";"000";"REUTLINGEN (193)";"00"
"000";"08";"4";"16";"000";"000";"TUEBINGEN (194)";"00"
"000";"08";"4";"17";"000";"000";"ZOLLERNALBKREIS (194,198)";"00"
"000";"08";"4";"21";"000";"000";"ULM (195)";"00"
"000";"08";"4";"25";"000";"000";"ALB-DONAU-KREIS (195)";"00"
"000";"08";"4";"26";"000";"000";"BIBERACH (196)";"00"
"000";"08";"4";"35";"000";"000";"BODENSEEKREIS (197)";"00"
"000";"08";"4";"36";"000";"000";"RAVENSBURG (196,197)";"00"
"000";"08";"4";"37";"000";"000";"SIGMARINGEN (198)";"00"
"000";"09";"0";"00";"000";"000";"BAYERN";"00"
"000";"09";"1";"61";"000";"000";"INGOLSTADT (202)";"00"
"000";"09";"1";"62";"000";"000";"MUENCHEN (203-207)";"00"
"000";"09";"1";"63";"000";"000";"ROSENHEIM (209)";"00"
"000";"09";"1";"71";"000";"000";"ALTOETTING (199)";"00"
"000";"09";"1";"72";"000";"000";"BERCHTESGADENER LAND (211)";"00"
"000";"09";"1";"73";"000";"000";"BAD TOELZ-WOLFRATSHAUSEN (210)";"00"
"000";"09";"1";"74";"000";"000";"DACHAU (201)";"00"
"000";"09";"1";"75";"000";"000";"EBERSBERG (199)";"00"
"000";"09";"1";"76";"000";"000";"EICHSTAETT (202)";"00"
"000";"09";"1";"77";"000";"000";"ERDING (200)";"00"
"000";"09";"1";"78";"000";"000";"FREISING (200)";"00"
"000";"09";"1";"79";"000";"000";"FUERSTENFELDBRUCK (201)";"00"
"000";"09";"1";"80";"000";"000";"GARMISCH-PARTENKIRCHEN (212)";"00"
"000";"09";"1";"81";"000";"000";"LANDSBERG A. LECH (212)";"00"
"000";"09";"1";"82";"000";"000";"MIESBACH (210)";"00"
"000";"09";"1";"83";"000";"000";"MUEHLDORF A. INN (199)";"00"
"000";"09";"1";"84";"000";"000";"MUENCHEN (208)";"00"
"000";"09";"1";"85";"000";"000";"NEUBURG-SCHROBENHAUSEN (202)";"00"
"000";"09";"1";"86";"000";"000";"PFAFFENHOFEN A.D. ILM (200)";"00"
"000";"09";"1";"87";"000";"000";"ROSENHEIM (209)";"00"
"000";"09";"1";"88";"000";"000";"STARNBERG (210)";"00"
"000";"09";"1";"89";"000";"000";"TRAUNSTEIN (211)";"00"
"000";"09";"1";"90";"000";"000";"WEILHEIM-SCHONGAU (212)";"00"
"000";"09";"2";"61";"000";"000";"LANDSHUT (214)";"00"
"000";"09";"2";"62";"000";"000";"PASSAU (215)";"00"
"000";"09";"2";"63";"000";"000";"STRAUBING (217)";"00"
"000";"09";"2";"71";"000";"000";"DEGGENDORF (213)";"00"
"000";"09";"2";"72";"000";"000";"FREYUNG-GRAFENAU (213)";"00"
"000";"09";"2";"73";"000";"000";"KELHEIM (214)";"00"
"000";"09";"2";"74";"000";"000";"LANDSHUT (214)";"00"
"000";"09";"2";"75";"000";"000";"PASSAU (215)";"00"
"000";"09";"2";"76";"000";"000";"REGEN (217)";"00"
"000";"09";"2";"77";"000";"000";"ROTTAL-INN (216)";"00"
"000";"09";"2";"78";"000";"000";"STRAUBING-BOGEN (217)";"00"
"000";"09";"2";"79";"000";"000";"DINGOLFING-LANDAU (216)";"00"
"000";"09";"3";"61";"000";"000";"AMBERG (218)";"00"
"000";"09";"3";"62";"000";"000";"REGENSBURG (219)";"00"
"000";"09";"3";"63";"000";"000";"WEIDEN I.D. OPF. (221)";"00"
"000";"09";"3";"71";"000";"000";"AMBERG-SULZBACH (218)";"00"
"000";"09";"3";"72";"000";"000";"CHAM (220)";"00"
"000";"09";"3";"73";"000";"000";"NEUMARKT I.D. OPF. (218)";"00"
"000";"09";"3";"74";"000";"000";"NEUSTADT A.D. WALDNAAB (221)";"00"
"000";"09";"3";"75";"000";"000";"REGENSBURG (219)";"00"
"000";"09";"3";"76";"000";"000";"SCHWANDORF (220)";"00"
"000";"09";"3";"77";"000";"000";"TIRSCHENREUTH (221)";"00"
"000";"09";"4";"61";"000";"000";"BAMBERG (222)";"00"
"000";"09";"4";"62";"000";"000";"BAYREUTH (223)";"00"
"000";"09";"4";"63";"000";"000";"COBURG (224)";"00"
"000";"09";"4";"64";"000";"000";"HOF (225)";"00"
"000";"09";"4";"71";"000";"000";"BAMBERG (222,226)";"00"
"000";"09";"4";"72";"000";"000";"BAYREUTH (223)";"00"
"000";"09";"4";"73";"000";"000";"COBURG (224)";"00"
"000";"09";"4";"74";"000";"000";"FORCHHEIM (222)";"00"
"000";"09";"4";"75";"000";"000";"HOF (225)";"00"
"000";"09";"4";"76";"000";"000";"KRONACH (224)";"00"
"000";"09";"4";"77";"000";"000";"KULMBACH (226)";"00"
"000";"09";"4";"78";"000";"000";"LICHTENFELS (226)";"00"
"000";"09";"4";"79";"000";"000";"WUNSIEDEL I. FICHTELGEBIRGE (225)";"00"
"000";"09";"5";"61";"000";"000";"ANSBACH (227)";"00"
"000";"09";"5";"62";"000";"000";"ERLANGEN (228)";"00"
"000";"09";"5";"63";"000";"000";"FUERTH (229)";"00"
"000";"09";"5";"64";"000";"000";"NUERNBERG (230,231)";"00"
"000";"09";"5";"65";"000";"000";"SCHWABACH (232)";"00"
"000";"09";"5";"71";"000";"000";"ANSBACH (227)";"00"
"000";"09";"5";"72";"000";"000";"ERLANGEN-HOECHSTADT (228,229)";"00"
"000";"09";"5";"73";"000";"000";"FUERTH (229)";"00"
"000";"09";"5";"74";"000";"000";"NUERNBERGER LAND (228)";"00"
"000";"09";"5";"75";"000";"000";"NEUSTADT A.D. AISCH-BAD WINDSHEIM (229)";"00"
"000";"09";"5";"76";"000";"000";"ROTH (232)";"00"
"000";"09";"5";"77";"000";"000";"WEISSENBURG-GUNZENHAUSEN (232)";"00"
"000";"09";"6";"61";"000";"000";"ASCHAFFENBURG (233)";"00"
"000";"09";"6";"62";"000";"000";"SCHWEINFURT (236)";"00"
"000";"09";"6";"63";"000";"000";"WUERZBURG (237)";"00"
"000";"09";"6";"71";"000";"000";"ASCHAFFENBURG (233)";"00"
"000";"09";"6";"72";"000";"000";"BAD KISSINGEN (234)";"00"
"000";"09";"6";"73";"000";"000";"RHOEN-GRABFELD (234)";"00"
"000";"09";"6";"74";"000";"000";"HASSBERGE (234)";"00"
"000";"09";"6";"75";"000";"000";"KITZINGEN (236)";"00"
"000";"09";"6";"76";"000";"000";"MILTENBERG (235)";"00"
"000";"09";"6";"77";"000";"000";"MAIN-SPESSART (235)";"00"
"000";"09";"6";"78";"000";"000";"SCHWEINFURT (236)";"00"
"000";"09";"6";"79";"000";"000";"WUERZBURG (237)";"00"
"000";"09";"7";"61";"000";"000";"AUGSBURG (238)";"00"
"000";"09";"7";"62";"000";"000";"KAUFBEUREN (243)";"00"
"000";"09";"7";"63";"000";"000";"KEMPTEN (ALLGAEU) (242)";"00"
"000";"09";"7";"64";"000";"000";"MEMMINGEN (243)";"00"
"000";"09";"7";"71";"000";"000";"AICHACH-FRIEDBERG (239)";"00"
"000";"09";"7";"72";"000";"000";"AUGSBURG (239)";"00"
"000";"09";"7";"73";"000";"000";"DILLINGEN A.D. DONAU (240)";"00"
"000";"09";"7";"74";"000";"000";"GUENZBURG (241)";"00"
"000";"09";"7";"75";"000";"000";"NEU-ULM (241)";"00"
"000";"09";"7";"76";"000";"000";"LINDAU (BODENSEE) (242)";"00"
"000";"09";"7";"77";"000";"000";"OSTALLGAEU (243)";"00"
"000";"09";"7";"78";"000";"000";"UNTERALLGAEU (243)";"00"
"000";"09";"7";"79";"000";"000";"DONAU-RIES (240)";"00"
"000";"09";"7";"80";"000";"000";"OBERALLGAEU (242)";"00"
"000";"10";"0";"00";"000";"000";"SAARLAND";"00"
"000";"10";"0";"41";"000";"000";"SAARBRUECKEN (244,245)";"00"
"000";"10";"0";"42";"000";"000";"MERZIG-WADERN (246)";"00"
"000";"10";"0";"43";"000";"000";"NEUNKIRCHEN (247,248)";"00"
"000";"10";"0";"44";"000";"000";"SAARLOUIS (245-247)";"00"
"000";"10";"0";"45";"000";"000";"SAAR-PFALZ-KREIS (248)";"00"
"000";"10";"0";"46";"000";"000";"SANKT WENDEL (247)";"00"
"000";"99";"0";"00";"000";"000";"BUNDESGEBIET OHNE BERLIN";"00"
"001";"01";"0";"00";"000";"000";"FLENSBURG - SCHLESWIG";"00"
"001";"01";"0";"01";"000";"000";"FLENSBURG";"00"
"001";"01";"0";"01";"000";"000";"FLENSBURG, STADT";"11"
"001";"01";"0";"59";"000";"000";"SCHLESWIG-FLENSBURG";"00"
"001";"01";"0";"59";"000";"045";"KAPPELN, STADT";"09"
"001";"01";"0";"59";"000";"075";"SCHLESWIG, STADT";"10"
"001";"01";"0";"59";"000";"113";"GLUECKSBURG (OSTSEE), STADT";"08"
"001";"01";"0";"59";"000";"120";"HARRISLEE";"08"
"001";"01";"0";"59";"000";"161";"SOERUP";"07"
"001";"01";"0";"59";"203";"008";"BOEKLUND";"05"
"001";"01";"0";"59";"203";"037";"HAVETOFT";"04"
"001";"01";"0";"59";"203";"049";"KLAPPHOLZ";"03"
"001";"01";"0";"59";"203";"081";"STOLK";"04"
"001";"01";"0";"59";"203";"082";"STRUXDORF";"04"
"001";"01";"0";"59";"203";"084";"SUEDERFAHRENSTEDT";"03"
"001";"01";"0";"59";"203";"093";"UELSBY";"03"
"001";"01";"0";"59";"203";"999";"BW GV BOEKLUND";"00"
"001";"01";"0";"59";"206";"107";"EGGEBEK";"05"
"001";"01";"0";"59";"206";"128";"JANNEBY";"03"
"001";"01";"0";"59";"206";"131";"JERRISHOE";"04"
"001";"01";"0";"59";"206";"132";"JOERL";"04"
"001";"01";"0";"59";"206";"138";"LANGSTEDT";"04"
"001";"01";"0";"59";"206";"162";"SOLLERUP";"03"
"001";"01";"0";"59";"206";"169";"SUEDERHACKSTEDT";"03"
"001";"01";"0";"59";"206";"174";"WANDERUP";"05"
"001";"01";"0";"59";"206";"999";"BW GV EGGEBEK";"00"
"001";"01";"0";"59";"209";"112";"GELTING";"05"
"001";"01";"0";"59";"209";"121";"HASSELBERG";"04"
"001";"01";"0";"59";"209";"136";"KRONSGAARD";"03"
"001";"01";"0";"59";"209";"142";"MAASHOLM";"04"
"001";"01";"0";"59";"209";"147";"NIEBY";"03"
"001";"01";"0";"59";"209";"152";"POMMERBY";"03"
"001";"01";"0";"59";"209";"154";"RABEL";"04"
"001";"01";"0";"59";"209";"155";"RABENHOLZ";"03"
"001";"01";"0";"59";"209";"163";"STANGHECK";"03"
"001";"01";"0";"59";"209";"168";"STOLTEBUELL";"04"
"001";"01";"0";"59";"209";"999";"BW GV GELTING";"00"
"001";"01";"0";"59";"212";"012";"BORGWEDEL";"04"
"001";"01";"0";"59";"212";"018";"BUSDORF";"05"
"001";"01";"0";"59";"212";"019";"DANNEWERK";"04"
"001";"01";"0";"59";"212";"026";"FAHRDORF";"06"
"001";"01";"0";"59";"212";"032";"GELTORF";"03"
"001";"01";"0";"59";"212";"043";"JAGEL";"04"
"001";"01";"0";"59";"212";"056";"LOTTORF";"02"
"001";"01";"0";"59";"212";"078";"SELK";"04"
"001";"01";"0";"59";"212";"999";"BW GV HADDEBY";"00"
